"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gene70",83.0570761584466,1.1338948072736,1.0245412193733,1.10673420047189,0.268408864121005,0.91066866204651
"Gene73",54.9723150027252,0.975832209947229,0.983946057628162,0.991753767782258,0.321317655337626,0.91066866204651
"Gene80",102.441493474308,0.860653368374738,0.810923262743955,1.06132529169592,0.288542095574806,0.91066866204651
"Gene81",155.802330211693,1.26552168360885,1.11898085658755,1.13095919037273,0.258072268396739,0.91066866204651
"Gene86",85.5824819279134,-0.786346512911466,0.814906474637227,-0.964953080366094,0.334568313065594,0.91066866204651
"Gene87",80.3545038468601,1.06190046424787,1.09220034931684,0.972257942338209,0.330922241364805,0.91066866204651
"Gene90",51.1765267850461,-1.1061973853714,0.94510254084847,-1.17045223937109,0.241819023615877,0.91066866204651
"Gene92",47.3565648278666,0.937547094288672,0.817949397842183,1.14621649794229,0.25170558320721,0.91066866204651
"Gene95",61.460376133601,0.998000556577812,0.857311743919931,1.16410461381831,0.244381619104654,0.91066866204651
"Gene105",76.9168533526868,-0.929546780761956,0.90643757486863,-1.02549453656163,0.305129901996656,0.91066866204651
"Gene108",51.6459707365894,-0.790740929300185,0.808671173182908,-0.97782752189354,0.328159636610525,0.91066866204651
"Gene127",90.4338950063987,-1.15069115151073,0.983370610877054,-1.17015003172044,0.241940597313156,0.91066866204651
"Gene147",74.1516163704818,0.887692438955039,0.914138183280824,0.971070298988199,0.331513272859676,0.91066866204651
"Gene164",78.0752432135551,-1.22613482371999,1.16079441950938,-1.05628938519383,0.290836024041461,0.91066866204651
"Gene170",59.759081682067,0.732262265536633,0.7517134894379,0.974124152121027,0.329994898806729,0.91066866204651
"Gene173",161.850418962908,0.966749833506097,1.02061060422659,0.947226914459398,0.343523163459557,0.91066866204651
"Gene175",118.165551087559,0.833136699841898,0.864411607223379,0.963819426856216,0.335136465135323,0.91066866204651
"Gene179",103.821221852337,-1.07976829672023,0.96241339888785,-1.12193813798519,0.261888743552401,0.91066866204651
"Gene196",108.936656584245,1.03066154780886,0.903444551002018,1.14081328695352,0.253947630170176,0.91066866204651
"Gene197",88.0351630288346,-0.992551834287897,0.991915170035373,-1.00064185352917,0.31699998802205,0.91066866204651
"Gene199",109.190748534625,1.11705554764848,1.05028552149998,1.06357321393248,0.287522082132211,0.91066866204651
"Gene207",99.1091556645573,0.939968473255471,0.815061458746899,1.15324858410139,0.248808367237716,0.91066866204651
"Gene213",118.904815133052,0.989326079845578,0.915121811231587,1.08108676648645,0.279658519445416,0.91066866204651
"Gene219",99.4790397443427,0.950535950276959,0.884404791025553,1.07477476368567,0.282475581666273,0.91066866204651
"Gene223",30.9418949165818,-1.01362395622436,0.961145324546926,-1.0546001008767,0.291608257641781,0.91066866204651
"Gene230",85.3287206270113,-1.11669981297704,0.983683106277341,-1.13522312810991,0.256281841359613,0.91066866204651
"Gene234",95.3501786000517,1.10890970437016,0.927756282952841,1.19525970855271,0.231985576570352,0.91066866204651
"Gene243",95.3223332595457,1.12887018561691,0.981875172415208,1.14970845310217,0.250263971565616,0.91066866204651
"Gene244",114.440301725045,-1.21841981633298,1.02360291307988,-1.19032468622712,0.233918801700353,0.91066866204651
"Gene252",91.5642362682147,-0.80962006832695,0.851327000794478,-0.951009503482673,0.341599551586143,0.91066866204651
"Gene256",71.462210284239,0.95640214806393,0.866598202328426,1.10362812373048,0.269754486266384,0.91066866204651
"Gene258",62.3850615676629,1.14140541679102,1.00412794411868,1.13671312851753,0.255658229252131,0.91066866204651
"Gene264",75.5132880626636,1.09161245322177,0.900903915391905,1.21168576867257,0.22563268879869,0.91066866204651
"Gene269",71.3998810939581,-0.942384010469084,0.856214921912009,-1.10063955480319,0.271053563095323,0.91066866204651
"Gene284",44.080749258954,-0.857065141161325,0.813180559579773,-1.05396658966396,0.29189821377954,0.91066866204651
"Gene295",65.0168891608383,-0.844710290874019,0.744255272617129,-1.13497387516469,0.256386264632293,0.91066866204651
"Gene306",104.178592078583,-0.807636946064394,0.825461197528981,-0.978406917832184,0.327873108091349,0.91066866204651
"Gene323",58.6514842200449,-1.02186288506617,0.895181564159924,-1.14151466694372,0.253655812015205,0.91066866204651
"Gene329",88.643746590192,1.0711523297635,0.99113708259364,1.08073075720311,0.279816897286878,0.91066866204651
"Gene345",65.707933720462,0.990197578074538,0.933530858125328,1.06070149632012,0.288825579757733,0.91066866204651
"Gene373",64.9192520375074,-0.912814596245187,0.923322309272787,-0.988619669510774,0.322849258906042,0.91066866204651
"Gene375",81.8002861378121,-1.14142326488762,1.10469626164405,-1.03324624561408,0.301488675998914,0.91066866204651
"Gene393",84.4124376386823,-0.830894729596893,0.820151242241123,-1.01309939777255,0.311012685917234,0.91066866204651
"Gene404",63.3428029167049,-0.919604057597053,0.945255245773148,-0.972863215210074,0.330621289302367,0.91066866204651
"Gene407",63.6636538995598,-0.971923288346359,1.02615512664218,-0.947150448418773,0.343562120993402,0.91066866204651
"Gene408",120.054837663796,-0.881539605905736,0.864409372361536,-1.01981726956222,0.307815131272589,0.91066866204651
"Gene432",84.627676308974,0.783834870573139,0.760461164852964,1.03073622533334,0.302664532174658,0.91066866204651
"Gene442",99.5818235993424,1.19737887605927,1.098706727269,1.0898075403939,0.275797931708252,0.91066866204651
"Gene451",68.3406140562691,-1.01448121766105,0.950517070377536,-1.06729405423314,0.285839072158988,0.91066866204651
"Gene452",55.5150221000964,0.902963234466081,0.802717810491315,1.12488252118563,0.260638819597612,0.91066866204651
"Gene480",77.7371848929923,-0.934636548141079,0.888905837880444,-1.05144606808937,0.293053767016946,0.91066866204651
"Gene487",109.155541150565,-1.07523727391433,1.10285074927044,-0.9749617295229,0.329579243904636,0.91066866204651
"Gene492",64.3168245059654,0.936906897194076,0.863879571759064,1.08453415015511,0.278128033838979,0.91066866204651
"Gene507",104.952289623356,-0.798825843892906,0.833750190004847,-0.958111738347264,0.338006416963844,0.91066866204651
"Gene512",75.013333795649,1.04427912743929,0.955707220574404,1.0926768208486,0.274535720323225,0.91066866204651
"Gene516",73.628939107775,1.01711333400507,0.922777804571115,1.10222995066271,0.270361714149756,0.91066866204651
"Gene517",64.5754893554774,0.592816643356311,0.625145151825708,0.948286396567287,0.342983674244533,0.91066866204651
"Gene522",68.2126087265572,-0.959928270817403,0.880757055859721,-1.08988995822509,0.275761620541767,0.91066866204651
"Gene525",135.578611572063,0.969275885841349,0.914539915873972,1.0598508266477,0.289212469508609,0.91066866204651
"Gene529",65.5403478358425,0.862591282238529,0.812375290489539,1.06181378525032,0.28832023037645,0.91066866204651
"Gene531",53.4534115891893,-0.706444136394659,0.736186441488455,-0.959599493528213,0.337256824058163,0.91066866204651
"Gene549",117.147542913119,0.862423342964554,0.841808738757405,1.02448846544119,0.305604616180809,0.91066866204651
"Gene551",76.8562359934805,0.985997351235012,1.00571974960928,0.980389767246856,0.326893758889335,0.91066866204651
"Gene558",93.4536567392045,-0.839055009963819,0.881388778621511,-0.951969244804884,0.341112579686105,0.91066866204651
"Gene561",63.93740036162,-0.74637747735737,0.760225262163314,-0.981784629510287,0.326205962015793,0.91066866204651
"Gene562",107.663892460668,1.01250029178146,0.882116615574561,1.14780775455859,0.251047935374393,0.91066866204651
"Gene566",55.6531600011607,1.11991363544638,1.04806664329125,1.06855193094354,0.285271618365104,0.91066866204651
"Gene571",126.596966541899,-1.07015994057882,1.07071802565601,-0.999478774930642,0.317562816015787,0.91066866204651
"Gene572",116.295036665168,1.0506510221104,0.899123496572779,1.16852804549676,0.242593833353901,0.91066866204651
"Gene574",70.6954065775167,-0.979382851250664,0.927945095867151,-1.05543189528411,0.291227841951613,0.91066866204651
"Gene585",91.0968659942156,-1.1289670318252,0.979189028571657,-1.15296127599798,0.248926279207775,0.91066866204651
"Gene594",58.0709145644189,1.10682377650625,0.977045107975518,1.132827714372,0.257286610550539,0.91066866204651
"Gene602",87.6804168402178,0.997703737384756,0.99320455666797,1.00452996382928,0.315123235964058,0.91066866204651
"Gene610",63.4841678330539,-0.837730856207837,0.802076712940486,-1.04445228578778,0.296276183763551,0.91066866204651
"Gene611",35.9569262756449,-1.06831121694927,1.0911287328136,-0.979088154148869,0.327536424181538,0.91066866204651
"Gene614",60.5969241916972,-1.01163437648618,0.937676053426516,-1.07887406614406,0.280643871264857,0.91066866204651
"Gene615",79.8466153312562,-1.03156202097382,0.886865218948101,-1.16315534642044,0.24476647994769,0.91066866204651
"Gene620",76.3393830285118,-0.881719333661845,0.868473618292219,-1.01525171875189,0.309985852816257,0.91066866204651
"Gene632",92.0905670450824,0.930206825043965,0.94938919400186,0.979795041823641,0.327187300062124,0.91066866204651
"Gene636",46.2701101101477,1.03717561366349,0.978505108528505,1.05995932430359,0.289163104698175,0.91066866204651
"Gene640",55.7429667349946,-1.17869901550279,0.999976830833094,-1.17872632560976,0.238507169362605,0.91066866204651
"Gene648",104.898375137773,-0.804123460326818,0.764919846546388,-1.05125192392044,0.293142901146929,0.91066866204651
"Gene651",108.493820624427,-0.909705042345103,0.825141094018534,-1.10248422838176,0.270251211431164,0.91066866204651
"Gene658",88.7167999483698,0.78269789202366,0.731578562715641,1.06987537895898,0.284675406858696,0.91066866204651
"Gene660",80.6021825431546,0.958548023768007,0.912438788478913,1.05053405869117,0.293472640485254,0.91066866204651
"Gene690",179.738834966396,1.11551700619364,1.01431347968896,1.09977539343727,0.271429996039526,0.91066866204651
"Gene691",75.014033932848,0.821024151552464,0.78817307926699,1.04168002327106,0.297560053763518,0.91066866204651
"Gene700",118.194844454296,0.85955308665106,0.898294304842827,0.95687246598035,0.338631630197042,0.91066866204651
"Gene703",140.911728482633,1.03450078921013,0.935394779655849,1.10595099706537,0.268747729908145,0.91066866204651
"Gene705",72.9546335073466,0.659968948978298,0.657406934860415,1.00389715103694,0.315428189933312,0.91066866204651
"Gene710",51.7618640966326,0.814281451891118,0.835950565828207,0.974078474466225,0.330017576486877,0.91066866204651
"Gene713",109.007578986815,-0.940822810692016,0.782350082364031,-1.20255986661256,0.229146686148952,0.91066866204651
"Gene721",87.9999649638719,-0.979708375560038,0.832562928644185,-1.17673792797318,0.239300124475208,0.91066866204651
"Gene731",70.7005159531675,-0.952690956991013,0.916717187592546,-1.03924194930057,0.298692225305391,0.91066866204651
"Gene755",78.3366725988421,0.952334929582646,1.00049077986974,0.95186777204147,0.341164045853382,0.91066866204651
"Gene764",94.8418795228772,-1.12735998547011,1.06517964147011,-1.05837545290876,0.289884305974099,0.91066866204651
"Gene767",86.7647504033759,0.974859050381809,0.893801899070361,1.09068804999828,0.275410170634081,0.91066866204651
"Gene775",115.092916641548,-0.865942326025158,0.867075469828626,-0.998693142819861,0.317943363476157,0.91066866204651
"Gene798",88.4208292622816,0.945651872003059,0.959392726736086,0.985677549610185,0.324291369636774,0.91066866204651
"Gene799",57.7552060451407,-0.928271305952176,0.93661398353216,-0.991092725790275,0.32164030464113,0.91066866204651
"Gene801",98.0707531292869,-0.855033102295554,0.764079412773643,-1.11903695872625,0.263124372190525,0.91066866204651
"Gene805",95.9574167586248,0.816779862449828,0.796657130474876,1.02525896173547,0.305241013974788,0.91066866204651
"Gene815",80.0565965957238,-0.747987726531282,0.769192174405252,-0.972432834628921,0.33083526371622,0.91066866204651
"Gene821",117.184769781955,0.935210325458596,0.925587199491635,1.01039677944147,0.312305230231493,0.91066866204651
"Gene845",76.0402876466867,1.00598439096954,0.975305332484417,1.03145585024843,0.302327101778935,0.91066866204651
"Gene846",120.222407980261,-0.932840101449821,0.835777036126132,-1.11613511873164,0.264364301630102,0.91066866204651
"Gene852",106.996030968489,0.797770352662609,0.79292859552189,1.00610617042703,0.314364500797626,0.91066866204651
"Gene859",64.693851561072,0.878837669694249,0.845989314950643,1.03882833289156,0.29888458184589,0.91066866204651
"Gene869",98.3933711090146,0.915183178523726,0.891698219285401,1.02633734006685,0.304732602365834,0.91066866204651
"Gene872",127.883817456494,-0.905559184876151,0.847606954928078,-1.0683715837997,0.285352929824171,0.91066866204651
"Gene878",106.686728656119,-0.949773529852353,0.920235795985848,-1.03209800574521,0.302026207998039,0.91066866204651
"Gene921",100.306751354958,0.806311291648722,0.779137037728022,1.03487737407522,0.300726182407715,0.91066866204651
"Gene930",119.813349714258,0.970276788233812,0.959819456881495,1.0108951024876,0.312066638324036,0.91066866204651
"Gene937",76.0879618630326,-0.736812455999323,0.716510087675674,-1.02833507674611,0.303792236543381,0.91066866204651
"Gene939",103.59346492755,-1.17796586273024,1.02700274612237,-1.14699387823243,0.2513841510213,0.91066866204651
"Gene940",48.5272249053182,-1.19912650338861,1.20878418196024,-0.992010419464649,0.321192442693164,0.91066866204651
"Gene945",68.540081060183,-0.938380249462672,0.986775423154779,-0.95095624337969,0.34162658873891,0.91066866204651
"Gene951",75.43764838999,-1.01300730720601,1.01444107593824,-0.998586641682557,0.317994973891206,0.91066866204651
"Gene954",62.1906135503903,-0.794412989951711,0.785629926114099,-1.01117964520656,0.311930456115379,0.91066866204651
"Gene956",76.8273560445694,1.01357256171232,0.990435923193565,1.02336005588747,0.306137638154543,0.91066866204651
"Gene965",59.3165811389081,-1.02759782847248,0.959059160530423,-1.07146448390541,0.283960631848833,0.91066866204651
"Gene974",63.6910287563413,-0.892128468724432,0.827382786652656,-1.07825360052959,0.280920597546836,0.91066866204651
"Gene983",81.6469958484485,0.8459323433516,0.743447611546836,1.13785064369436,0.255182853707497,0.91066866204651
"Gene250",53.1877862211694,-0.852492529197545,0.902305112259961,-0.944794080865116,0.34476401436306,0.911424016693835
"Gene76",71.437854178454,-0.728159451850821,0.773718455031006,-0.941116819840676,0.346644996930294,0.913965853975364
"Gene520",73.3633443732403,0.722320619547648,0.769371140585673,0.938845482295829,0.347810083304149,0.914611700540539
"Gene305",69.6921303364738,0.807132149578748,0.865173263715416,0.932913883760791,0.350864433349791,0.919173813658982
"Gene459",120.651667497963,-0.798834792705082,0.860201877983008,-0.928659670655662,0.353065487368456,0.919173813658982
"Gene656",39.1958300391951,-0.99374626197912,1.07254170570912,-0.926533911631995,0.354168582124135,0.919173813658982
"Gene684",87.7037212530588,-0.835211743586992,0.900338994076556,-0.927663634566486,0.353582077669547,0.919173813658982
"Gene874",98.9976416559902,0.92609898280053,0.997885146891007,0.928061696965695,0.353375566839226,0.919173813658982
"Gene17",87.3490827060312,0.876829476901214,0.961175210550705,0.912247285693973,0.361638557073244,0.919357354810242
"Gene93",102.589142654395,0.887801401151701,0.972370646937374,0.913027767701508,0.36122793769322,0.919357354810242
"Gene347",52.9881628312261,0.811739681344484,0.889217758901334,0.912869399220528,0.361311233279758,0.919357354810242
"Gene391",79.7865186489595,-0.76779496996064,0.83901162157966,-0.915118396709527,0.360129478132406,0.919357354810242
"Gene506",210.61678646603,-0.895961244829049,0.971994676553917,-0.92177587639221,0.35664549306125,0.919357354810242
"Gene513",69.8352860492921,0.837096451944855,0.910565128918705,0.919315297016596,0.357930678940522,0.919357354810242
"Gene540",97.9693294302982,0.884435281730834,0.965186650302478,0.916336007603982,0.359490687713564,0.919357354810242
"Gene695",18.1615438033535,-1.00256714450994,1.08832180746936,-0.921204681950805,0.356943574328299,0.919357354810242
"Gene679",107.370005583531,-0.778360767374654,0.856670806475873,-0.90858794473998,0.363567672363142,0.92190374063511
"Gene458",87.9516582712502,0.763484606945023,0.846068027578327,0.902391512335386,0.366848928254512,0.926510455701906
"Gene717",128.364020523189,-0.765094873020034,0.848559994108042,-0.901639104285441,0.367248611213834,0.926510455701906
"Gene500",60.9692158482558,-0.89154501331895,0.994937309005177,-0.896081597553511,0.370209184754056,0.926921737142396
"Gene530",63.3576169474113,-0.771837928859173,0.859550183354164,-0.897955632848897,0.369209203315235,0.926921737142396
"Gene735",142.271920904551,0.941795274537086,1.05001699784172,0.896933360576946,0.369754477343652,0.926921737142396
"Gene233",83.4288489049548,-0.725269333349496,0.812003028217793,-0.893185503188747,0.37175784010883,0.928460535347178
"Gene163",77.6286663364178,-0.748207046464462,0.841408855178173,-0.889231248114242,0.373878812295228,0.929088848553641
"Gene720",98.4071783493803,0.907171046041727,1.01970974338679,0.889636538166949,0.373661080216327,0.929088848553641
"Gene231",127.685605483041,-0.733777442946397,0.828699753387862,-0.885456330771903,0.375910562328794,0.929490295907516
"Gene854",93.8373000015558,-0.731646987615359,0.825481038760624,-0.886328035727934,0.375440785770466,0.929490295907516
"Gene509",110.172835576125,-0.806703427091339,0.915483781616525,-0.881177191000472,0.37822192264127,0.932884841452661
"Gene212",64.4117874346295,-0.715964044760707,0.820527120289291,-0.87256597260098,0.382899694350737,0.934779769202421
"Gene359",103.807335705257,0.691578021897406,0.797048763976252,0.867673413665832,0.385573144238423,0.934779769202421
"Gene508",75.6207651385989,0.828982999298309,0.946319627594246,0.876007402917096,0.381026009314422,0.934779769202421
"Gene534",95.8330243190044,0.76457751740291,0.880957236491094,0.867894019973397,0.385452352963378,0.934779769202421
"Gene725",99.6599547558283,0.817394277561968,0.940654712256175,0.86896314546858,0.384867289203187,0.934779769202421
"Gene744",158.0462334501,-0.901904679804519,1.03208116666668,-0.873869913465635,0.382189101065028,0.934779769202421
"Gene803",53.7836802501596,-0.926114861135288,1.06408192855004,-0.870341687314664,0.384113703650784,0.934779769202421
"Gene927",80.794539693098,0.68017628244444,0.787635317525213,0.863567525871726,0.387825509887194,0.937952693011852
"Gene555",54.8872398753601,0.641023444675808,0.751563429494661,0.852919952620396,0.393703696102315,0.942991503435424
"Gene790",80.0203025729082,-0.819962647370087,0.956262091179736,-0.857466436171806,0.391187156449024,0.942991503435424
"Gene818",79.8926757073334,-0.727087734172171,0.852421797922199,-0.852967082663145,0.393677558813807,0.942991503435424
"Gene895",85.949768448573,0.908840557359349,1.06393304354552,0.854227211827792,0.392979108466922,0.942991503435424
"Gene15",119.118043268658,-0.651597620924955,0.918543551456186,-0.709381302489102,0.478087887488455,0.946601134308804
"Gene20",84.2719270367297,-0.916578892710045,1.11551649189971,-0.82166323794023,0.411268587323838,0.946601134308804
"Gene28",114.4191532801,0.708516153339482,0.970232051012902,0.730254326889949,0.465234740496335,0.946601134308804
"Gene37",112.064478200773,-0.683384735834428,0.827797910331456,-0.82554537442695,0.409062033237354,0.946601134308804
"Gene41",204.752634033571,-0.818912593141758,1.0188259109957,-0.803780689422627,0.421523644048407,0.946601134308804
"Gene44",86.2486610784486,0.718660079877407,0.867318629547345,0.828599842542847,0.40733087714062,0.946601134308804
"Gene61",62.068822089614,-0.610577151781539,0.841675526047443,-0.725430564256567,0.468187928102694,0.946601134308804
"Gene66",87.5416933907858,0.640938157140198,0.810929343363579,0.790374848789797,0.429308886216094,0.946601134308804
"Gene68",66.8245665390648,0.678151750620415,0.88813528984966,0.763568071633782,0.445124682261594,0.946601134308804
"Gene102",82.8856130853696,0.549638596795811,0.83700892165854,0.656669938125269,0.511393168132623,0.946601134308804
"Gene110",60.5373735714339,0.680794399253764,0.877713292960287,0.775645537915497,0.437958304895918,0.946601134308804
"Gene115",87.7672891765191,-0.578423094591324,0.835078431946081,-0.692657207351598,0.488524700040595,0.946601134308804
"Gene124",126.885807254077,0.537888996145299,0.743344875252372,0.723606247991797,0.46930750449036,0.946601134308804
"Gene129",18.8028019614388,-0.76753033731126,0.968281346047698,-0.792672853240582,0.42796845055942,0.946601134308804
"Gene130",73.9546793301484,0.770994085142869,0.970815442330195,0.794171632964855,0.427095520250177,0.946601134308804
"Gene140",61.3201994204362,-0.561841705012396,0.807759737315857,-0.695555471580407,0.48670726047816,0.946601134308804
"Gene145",80.7419262377177,0.747626588147422,1.04289788666334,0.71687419996543,0.473451722693645,0.946601134308804
"Gene150",66.7007967687576,-0.737775611190824,1.08999631041417,-0.676860650024114,0.498494372749054,0.946601134308804
"Gene161",35.8654920072355,0.632739904527735,0.908871676552544,0.696181783249964,0.486314994475643,0.946601134308804
"Gene165",99.0846178742271,-0.700574326860247,0.990092492527727,-0.707584727838574,0.479203179616684,0.946601134308804
"Gene166",84.1756400498724,0.716904827526749,0.854055583009783,0.839412377588236,0.401237940442115,0.946601134308804
"Gene181",66.9129644233083,-0.666317898379371,0.895954793304499,-0.74369589108601,0.457060475824772,0.946601134308804
"Gene200",46.244225544804,0.810653980400356,0.972255432415455,0.833787041319358,0.404400998951361,0.946601134308804
"Gene214",137.379524047069,-1.09360737352742,1.48804151106208,-0.734930689364213,0.462381706773362,0.946601134308804
"Gene225",92.4693501533484,0.618161916388605,0.848758146531483,0.728313382221746,0.466421772290455,0.946601134308804
"Gene232",53.8375330541434,0.682616572348953,0.830524186113418,0.82191052802854,0.41112782062524,0.946601134308804
"Gene240",90.6496465341922,-0.746589188057844,1.02926649254921,-0.725360432368441,0.468230940436969,0.946601134308804
"Gene262",119.647932410768,0.65200509195444,0.937923751356332,0.69515788571467,0.486956361646844,0.946601134308804
"Gene266",80.5352531416548,0.675442289215818,0.84366726885664,0.800602695101821,0.42336168999699,0.946601134308804
"Gene271",102.284502029923,0.705323280693731,0.872046754871225,0.808813606327663,0.41862236859921,0.946601134308804
"Gene304",69.3513038981128,0.728579511882619,0.970355378114543,0.750837815005768,0.452750268394573,0.946601134308804
"Gene316",72.589415560861,-0.603223916896933,0.874293678474563,-0.689955711391413,0.490222039255343,0.946601134308804
"Gene325",65.5450146478046,-0.756803111068493,1.11197096046352,-0.680596110848997,0.496127088485627,0.946601134308804
"Gene338",68.7875572444151,-0.643092582040216,0.854141035406528,-0.752911469397014,0.45150311547661,0.946601134308804
"Gene348",58.8992492181807,0.695210745809684,0.905872333297556,0.767448922166525,0.442814650908467,0.946601134308804
"Gene351",124.043104755365,-0.54268790921362,0.821339633629356,-0.66073508082835,0.50878222213398,0.946601134308804
"Gene360",90.4125532411878,0.880086538037218,1.14940189917011,0.765690868157309,0.443860261918269,0.946601134308804
"Gene366",85.8640543462158,0.930958108763031,1.21132574409415,0.768544805806314,0.442163582102678,0.946601134308804
"Gene379",52.1829177534515,0.68888803892956,1.02059011013277,0.674989922095109,0.499682167804681,0.946601134308804
"Gene381",59.583241549869,-0.606347502740262,0.864544363013106,-0.701349206218895,0.483085112568459,0.946601134308804
"Gene401",102.262665144605,-0.547101316464711,0.777705011724136,-0.703481793503957,0.481755549039658,0.946601134308804
"Gene416",165.293063704832,-0.854966590701614,1.00806689278178,-0.848124858403308,0.396368438944258,0.946601134308804
"Gene425",101.682277457897,-0.792388992905695,0.965841494388069,-0.82041307762174,0.411980662773719,0.946601134308804
"Gene427",53.9273627858093,0.764660255804782,1.00165541637522,0.76339651671023,0.44522695667306,0.946601134308804
"Gene430",71.6401763876476,0.813589735553127,0.985251896339241,0.825768251323409,0.408935567218605,0.946601134308804
"Gene445",149.944485642915,0.638034434493297,0.831863562658279,0.766994087893948,0.443085030628486,0.946601134308804
"Gene446",93.6052663626771,0.64128645260353,0.974467147327947,0.658089351048909,0.510480718184867,0.946601134308804
"Gene457",69.9194306124613,0.715064224975371,1.0116794705777,0.706809069247052,0.479685137808908,0.946601134308804
"Gene460",78.242360325743,-0.543483416391439,0.739784031412815,-0.734651456795455,0.462551791158947,0.946601134308804
"Gene466",36.6291748054028,-0.685430835112116,0.947500986822629,-0.723409098929443,0.469428582745605,0.946601134308804
"Gene468",102.337882320042,0.633664329713063,0.821122971203447,0.771704546012588,0.440289437617222,0.946601134308804
"Gene474",86.914800245937,-0.738113005983237,0.960477286563771,-0.768485643865593,0.442198716451955,0.946601134308804
"Gene481",84.1787251032225,0.851668995518408,1.01502337480066,0.839063431111295,0.40143371564267,0.946601134308804
"Gene486",81.0540067649657,-0.775607169236892,0.961452919945369,-0.806703222952366,0.419837486828469,0.946601134308804
"Gene497",56.3288926468735,0.794112380878432,0.963823766011971,0.823918654926142,0.409985779894744,0.946601134308804
"Gene499",83.4149963549017,0.673423595644367,1.02306657202994,0.658240249515901,0.510383765274424,0.946601134308804
"Gene519",88.8560123858285,0.702449876889635,0.952236847078602,0.737683990117273,0.460706503158123,0.946601134308804
"Gene533",93.6973495179801,-0.680153417967631,0.92635444649969,-0.734225890033398,0.462811076821905,0.946601134308804
"Gene535",52.6386655555527,-0.639112689961148,0.851398657641461,-0.75066208317924,0.452856047713164,0.946601134308804
"Gene541",113.559301178466,-0.573443909882845,0.745329784324917,-0.769382791273051,0.441666101417939,0.946601134308804
"Gene543",104.969225238879,0.757942583056305,1.14444083283449,0.662282016955892,0.50779049959166,0.946601134308804
"Gene547",98.9904820273384,-0.632427003293884,0.877402046999561,-0.720794994103997,0.471035655797453,0.946601134308804
"Gene565",131.848576285315,-0.557854911485297,0.754900126532539,-0.738978431554483,0.459920094415833,0.946601134308804
"Gene576",107.180263353079,-0.768285821100589,1.07716751529425,-0.71324637086806,0.475693316644588,0.946601134308804
"Gene579",34.5957403468081,0.755240453919492,1.1322485465139,0.667027090690303,0.504754829290993,0.946601134308804
"Gene584",87.5232399194682,-0.591662564666147,0.835061419469396,-0.708525805254053,0.478618792926587,0.946601134308804
"Gene593",125.579148516663,0.69321812424262,0.885481435172735,0.782871437736457,0.433702611681344,0.946601134308804
"Gene613",70.2916589650967,0.846193813236493,1.04602570173009,0.808960823655596,0.418537680990049,0.946601134308804
"Gene623",72.7685581472471,-0.625681412052309,0.824248540253065,-0.759093139382703,0.447796842874133,0.946601134308804
"Gene627",132.791560550611,0.476924333902238,0.683228185396951,0.698045461378542,0.485148763809427,0.946601134308804
"Gene631",122.302926440609,-0.714462061189727,0.896573696150824,-0.796880461982166,0.425520459042436,0.946601134308804
"Gene637",69.5078255672069,-1.28113150891424,1.56191659638076,-0.820230421959051,0.412084762309475,0.946601134308804
"Gene641",81.373466895798,0.612083529548911,0.915545494486966,0.66854518233624,0.503785650834034,0.946601134308804
"Gene643",121.524805088032,-0.697951022210297,0.87051701196913,-0.801766091430558,0.422688276676828,0.946601134308804
"Gene644",94.5054206714254,-0.748822681792049,1.00089761994246,-0.748151126420999,0.454369006600699,0.946601134308804
"Gene650",70.7620757780989,0.655659957228108,0.849149577387223,0.772137176639162,0.440033185435703,0.946601134308804
"Gene664",58.7768646267322,-0.616272718079841,0.937414250575994,-0.657417697353301,0.510912375344482,0.946601134308804
"Gene666",39.7256306154095,-0.719781086118024,1.07804757213209,-0.667670986628623,0.504343633945536,0.946601134308804
"Gene678",81.3499980793718,-0.804729845109434,0.975796440243965,-0.824690285720081,0.409547448208226,0.946601134308804
"Gene681",82.1304324549977,0.583481136081229,0.819143716140358,0.712306185818621,0.476275194371677,0.946601134308804
"Gene696",79.4981778845401,0.560671650005084,0.841570244340594,0.666220857706767,0.5052699429807,0.946601134308804
"Gene702",91.2811642128841,0.663686386443305,0.888891695854496,0.746644826966574,0.455277981942754,0.946601134308804
"Gene708",64.6572899636056,-0.549986694285605,0.804617262037171,-0.683538273704345,0.494266773904532,0.946601134308804
"Gene719",59.6357272200941,0.596159080277422,0.907585925359263,0.656862412274007,0.511269388900284,0.946601134308804
"Gene732",75.0348875715005,0.541186149183265,0.815802212471987,0.663379114336306,0.507087778785989,0.946601134308804
"Gene758",136.416334614335,-0.63085593754682,0.808658247237159,-0.780126758988962,0.435316267244,0.946601134308804
"Gene768",91.6921088423904,0.690609040152135,1.01062365734798,0.68334937059003,0.494386104192609,0.946601134308804
"Gene777",98.9698668147348,-0.692157253710508,0.940982367701576,-0.735568781592749,0.461993167060912,0.946601134308804
"Gene785",58.0023843327689,-0.724665709707608,1.06806923810226,-0.678481959648225,0.49746615843498,0.946601134308804
"Gene788",63.5243336738351,0.755078273301512,1.0411145890969,0.725259525905302,0.468292830853409,0.946601134308804
"Gene789",94.606017487804,-0.879152383564554,1.09306439396761,-0.80430063262184,0.421223372410577,0.946601134308804
"Gene794",101.431302303293,-0.58233234604706,0.8320754539484,-0.699855215393931,0.484017728153411,0.946601134308804
